track_name,artist,genre_tag,playcount,listeners,duration_ms,tags,tag_count
Hip-Hop Track 19,Artist_hip-hop_19,hip-hop,5661127,3252819,223790,"hip-hop, music",4
Hip-Hop Track 20,Artist_hip-hop_20,hip-hop,5024098,3882856,203474,"hip-hop, music",4
Hip-Hop Track 21,Artist_hip-hop_21,hip-hop,3696777,3109406,192444,"hip-hop, music",3
Hip-Hop Track 22,Artist_hip-hop_22,hip-hop,4663687,3108002,155598,"hip-hop, music",6
Hip-Hop Track 23,Artist_hip-hop_23,hip-hop,2813690,1861047,207195,"hip-hop, music",3
Hip-Hop Track 24,Artist_hip-hop_24,hip-hop,5670402,4046241,230923,"hip-hop, music",2
Hip-Hop Track 25,Artist_hip-hop_25,hip-hop,2729632,2834875,213172,"hip-hop, music",2
Hip-Hop Track 26,Artist_hip-hop_26,hip-hop,4473790,1452568,217618,"hip-hop, music",5
Hip-Hop Track 27,Artist_hip-hop_27,hip-hop,3012854,2656672,181534,"hip-hop, music",6
Hip-Hop Track 28,Artist_hip-hop_28,hip-hop,5382799,3176075,205568,"hip-hop, music",7
Hip-Hop Track 29,Artist_hip-hop_29,hip-hop,4058632,2816034,171920,"hip-hop, music",3
Hip-Hop Track 30,Artist_hip-hop_30,hip-hop,3204518,2395755,156743,"hip-hop, music",3
Hip-Hop Track 31,Artist_hip-hop_31,hip-hop,3669612,3409287,229886,"hip-hop, music",3
Hip-Hop Track 32,Artist_hip-hop_32,hip-hop,3159001,3360313,218301,"hip-hop, music",3
Hip-Hop Track 33,Artist_hip-hop_33,hip-hop,4704013,3350553,190207,"hip-hop, music",6
Hip-Hop Track 34,Artist_hip-hop_34,hip-hop,2646994,3219811,170603,"hip-hop, music",3
Hip-Hop Track 35,Artist_hip-hop_35,hip-hop,6961662,1202849,178100,"hip-hop, music",4
Hip-Hop Track 36,Artist_hip-hop_36,hip-hop,2874664,3586652,288420,"hip-hop, music",3
Hip-Hop Track 37,Artist_hip-hop_37,hip-hop,4881093,1653575,226679,"hip-hop, music",3
Hip-Hop Track 38,Artist_hip-hop_38,hip-hop,2140562,1583920,123475,"hip-hop, music",2
Hip-Hop Track 39,Artist_hip-hop_39,hip-hop,4682779,4141289,184834,"hip-hop, music",6
Hip-Hop Track 40,Artist_hip-hop_40,hip-hop,3755703,1863393,171548,"hip-hop, music",2
Hip-Hop Track 41,Artist_hip-hop_41,hip-hop,2773077,4518173,219735,"hip-hop, music",5
Hip-Hop Track 42,Artist_hip-hop_42,hip-hop,5158489,2977283,137764,"hip-hop, music",7
Hip-Hop Track 43,Artist_hip-hop_43,hip-hop,6027564,3508777,190139,"hip-hop, music",7
Hip-Hop Track 44,Artist_hip-hop_44,hip-hop,2154357,3362231,277861,"hip-hop, music",3
Hip-Hop Track 45,Artist_hip-hop_45,hip-hop,1658657,2257221,167001,"hip-hop, music",6
Hip-Hop Track 46,Artist_hip-hop_46,hip-hop,4193727,3231825,163173,"hip-hop, music",2
Hip-Hop Track 47,Artist_hip-hop_47,hip-hop,3607796,1789124,249965,"hip-hop, music",5
Hip-Hop Track 48,Artist_hip-hop_48,hip-hop,3639887,3878887,151418,"hip-hop, music",5
Hip-Hop Track 49,Artist_hip-hop_49,hip-hop,1197312,2365417,169868,"hip-hop, music",7
Hip-Hop Track 50,Artist_hip-hop_50,hip-hop,4947178,4717974,215732,"hip-hop, music",3
Hip-Hop Track 51,Artist_hip-hop_51,hip-hop,4510214,3062310,206217,"hip-hop, music",5
Hip-Hop Track 52,Artist_hip-hop_52,hip-hop,6958880,1888586,164410,"hip-hop, music",3
Hip-Hop Track 53,Artist_hip-hop_53,hip-hop,2156257,1788384,202401,"hip-hop, music",4
Hip-Hop Track 54,Artist_hip-hop_54,hip-hop,2066986,1861233,113884,"hip-hop, music",5
Hip-Hop Track 55,Artist_hip-hop_55,hip-hop,4438361,3952388,120242,"hip-hop, music",5
Hip-Hop Track 56,Artist_hip-hop_56,hip-hop,5462004,2416089,246652,"hip-hop, music",3
Hip-Hop Track 57,Artist_hip-hop_57,hip-hop,4320870,3050658,173276,"hip-hop, music",2
Hip-Hop Track 58,Artist_hip-hop_58,hip-hop,5190450,2419826,178248,"hip-hop, music",7
Hip-Hop Track 59,Artist_hip-hop_59,hip-hop,4060642,2924459,190994,"hip-hop, music",7
Hip-Hop Track 60,Artist_hip-hop_60,hip-hop,4237094,3543664,136091,"hip-hop, music",2
Hip-Hop Track 61,Artist_hip-hop_61,hip-hop,5668249,3247728,200414,"hip-hop, music",2
Hip-Hop Track 62,Artist_hip-hop_62,hip-hop,2425796,3208057,239912,"hip-hop, music",3
Hip-Hop Track 63,Artist_hip-hop_63,hip-hop,4609309,2827215,127903,"hip-hop, music",7
Hip-Hop Track 64,Artist_hip-hop_64,hip-hop,3224164,2470140,225304,"hip-hop, music",7
Hip-Hop Track 65,Artist_hip-hop_65,hip-hop,2012280,3830834,245759,"hip-hop, music",3
Hip-Hop Track 66,Artist_hip-hop_66,hip-hop,1581280,2207361,197493,"hip-hop, music",4
Hip-Hop Track 67,Artist_hip-hop_67,hip-hop,4775101,3929216,176060,"hip-hop, music",2
Hip-Hop Track 68,Artist_hip-hop_68,hip-hop,1910821,2270180,187901,"hip-hop, music",5
Hip-Hop Track 69,Artist_hip-hop_69,hip-hop,5825406,3907491,170679,"hip-hop, music",5
Hip-Hop Track 70,Artist_hip-hop_70,hip-hop,3108051,3574696,140604,"hip-hop, music",5
Hip-Hop Track 71,Artist_hip-hop_71,hip-hop,4564723,3391540,182698,"hip-hop, music",6
Hip-Hop Track 72,Artist_hip-hop_72,hip-hop,5592493,3099619,113047,"hip-hop, music",7
Hip-Hop Track 73,Artist_hip-hop_73,hip-hop,4649755,3415780,176939,"hip-hop, music",7
Hip-Hop Track 74,Artist_hip-hop_74,hip-hop,890749,3105133,254706,"hip-hop, music",3
Hip-Hop Track 75,Artist_hip-hop_75,hip-hop,4549044,1785923,237409,"hip-hop, music",6
Hip-Hop Track 76,Artist_hip-hop_76,hip-hop,3407475,2769376,223171,"hip-hop, music",4
Hip-Hop Track 77,Artist_hip-hop_77,hip-hop,4979340,1690396,130287,"hip-hop, music",6
Hip-Hop Track 78,Artist_hip-hop_78,hip-hop,3994045,1786371,198396,"hip-hop, music",5
Hip-Hop Track 79,Artist_hip-hop_79,hip-hop,4878814,1748615,217712,"hip-hop, music",6
Hip-Hop Track 80,Artist_hip-hop_80,hip-hop,5447112,4010061,191627,"hip-hop, music",6
Classical Track 1,Artist_classical_1,classical,869947,345585,392087,"classical, music",3
Classical Track 2,Artist_classical_2,classical,708858,729057,375771,"classical, music",3
Classical Track 3,Artist_classical_3,classical,572306,155552,414658,"classical, music",6
Classical Track 4,Artist_classical_4,classical,738330,503682,372891,"classical, music",2
Classical Track 5,Artist_classical_5,classical,654958,432539,443722,"classical, music",4
Classical Track 6,Artist_classical_6,classical,938088,336049,451952,"classical, music",7
Classical Track 7,Artist_classical_7,classical,541601,206436,450207,"classical, music",3
Classical Track 8,Artist_classical_8,classical,845219,523222,452446,"classical, music",3
Classical Track 9,Artist_classical_9,classical,593267,325696,438487,"classical, music",3
Classical Track 10,Artist_classical_10,classical,787313,357158,437113,"classical, music",3
Classical Track 11,Artist_classical_11,classical,1149348,681517,429832,"classical, music",5
Classical Track 12,Artist_classical_12,classical,942423,473140,363667,"classical, music",2
Classical Track 13,Artist_classical_13,classical,549245,181509,482248,"classical, music",7
Classical Track 14,Artist_classical_14,classical,535229,484438,393344,"classical, music",5
Classical Track 15,Artist_classical_15,classical,850512,420755,346377,"classical, music",7
Classical Track 16,Artist_classical_16,classical,1019120,420415,411303,"classical, music",6
Classical Track 17,Artist_classical_17,classical,889398,654940,444991,"classical, music",2
Classical Track 18,Artist_classical_18,classical,608145,430075,396564,"classical, music",5
Classical Track 19,Artist_classical_19,classical,673131,520464,449531,"classical, music",6
Classical Track 20,Artist_classical_20,classical,805105,638874,380172,"classical, music",2
Classical Track 21,Artist_classical_21,classical,344197,453020,472455,"classical, music",5
Classical Track 22,Artist_classical_22,classical,949651,613862,426927,"classical, music",3
Classical Track 23,Artist_classical_23,classical,1118434,475407,421565,"classical, music",5
Classical Track 24,Artist_classical_24,classical,881991,414851,365979,"classical, music",3
Classical Track 25,Artist_classical_25,classical,489551,585739,430368,"classical, music",4
Classical Track 26,Artist_classical_26,classical,940132,374271,355591,"classical, music",6
Classical Track 27,Artist_classical_27,classical,1193345,791170,409237,"classical, music",5
Classical Track 28,Artist_classical_28,classical,856741,338386,425931,"classical, music",3
Classical Track 29,Artist_classical_29,classical,985719,591610,425369,"classical, music",7
Classical Track 30,Artist_classical_30,classical,914068,334098,316235,"classical, music",5
Classical Track 31,Artist_classical_31,classical,637405,531802,415756,"classical, music",7
Classical Track 32,Artist_classical_32,classical,589993,240026,450503,"classical, music",2
Classical Track 33,Artist_classical_33,classical,453306,222018,401161,"classical, music",4
Classical Track 34,Artist_classical_34,classical,1058075,459396,372482,"classical, music",5
Classical Track 35,Artist_classical_35,classical,1294760,603055,440962,"classical, music",5
Classical Track 36,Artist_classical_36,classical,942206,441671,452496,"classical, music",7
Classical Track 37,Artist_classical_37,classical,909222,334067,422130,"classical, music",4
Classical Track 38,Artist_classical_38,classical,681497,291010,392253,"classical, music",2
Classical Track 39,Artist_classical_39,classical,597617,424648,419202,"classical, music",4
Classical Track 40,Artist_classical_40,classical,472289,545260,435288,"classical, music",7
Classical Track 41,Artist_classical_41,classical,554195,688796,448841,"classical, music",4
Classical Track 42,Artist_classical_42,classical,939703,555483,435028,"classical, music",3
Classical Track 43,Artist_classical_43,classical,499196,488900,343567,"classical, music",6
Classical Track 44,Artist_classical_44,classical,518127,537942,467021,"classical, music",7
Classical Track 45,Artist_classical_45,classical,833812,207789,412926,"classical, music",3
Classical Track 46,Artist_classical_46,classical,764575,387977,421149,"classical, music",6
Classical Track 47,Artist_classical_47,classical,711480,495954,392315,"classical, music",6
Classical Track 48,Artist_classical_48,classical,1133719,563333,457121,"classical, music",7
Classical Track 49,Artist_classical_49,classical,793396,677929,466450,"classical, music",7
Classical Track 50,Artist_classical_50,classical,690296,406193,360027,"classical, music",5
Classical Track 51,Artist_classical_51,classical,884835,458740,360944,"classical, music",4
Classical Track 52,Artist_classical_52,classical,585810,560295,372293,"classical, music",3
Classical Track 53,Artist_classical_53,classical,1019260,335958,459707,"classical, music",5
Classical Track 54,Artist_classical_54,classical,734930,465699,393229,"classical, music",4
Classical Track 55,Artist_classical_55,classical,824394,292426,329486,"classical, music",3
Classical Track 56,Artist_classical_56,classical,553606,489251,467595,"classical, music",6
Classical Track 57,Artist_classical_57,classical,773708,362404,435384,"classical, music",3
Classical Track 58,Artist_classical_58,classical,579396,331368,424432,"classical, music",2
Classical Track 59,Artist_classical_59,classical,911943,437873,335394,"classical, music",2
Classical Track 60,Artist_classical_60,classical,1079537,333311,393432,"classical, music",7
Classical Track 61,Artist_classical_61,classical,1044200,796228,388178,"classical, music",7
Classical Track 62,Artist_classical_62,classical,836555,731239,437612,"classical, music",7
Classical Track 63,Artist_classical_63,classical,542686,54703,417462,"classical, music",3
Classical Track 64,Artist_classical_64,classical,1016944,426250,444770,"classical, music",7
Classical Track 65,Artist_classical_65,classical,1026677,351089,387901,"classical, music",4
Classical Track 66,Artist_classical_66,classical,604408,356834,368032,"classical, music",5
Classical Track 67,Artist_classical_67,classical,1179868,479079,414304,"classical, music",5
Classical Track 68,Artist_classical_68,classical,599043,394742,420456,"classical, music",2
Classical Track 69,Artist_classical_69,classical,1179822,493045,473143,"classical, music",7
Classical Track 70,Artist_classical_70,classical,1284551,272255,363125,"classical, music",3
Classical Track 71,Artist_classical_71,classical,566372,441889,441535,"classical, music",3
Classical Track 72,Artist_classical_72,classical,921301,425725,364912,"classical, music",4
Classical Track 73,Artist_classical_73,classical,827184,251629,436769,"classical, music",5
Classical Track 74,Artist_classical_74,classical,639645,317342,355043,"classical, music",2
Classical Track 75,Artist_classical_75,classical,983693,417135,351235,"classical, music",5
Classical Track 76,Artist_classical_76,classical,828253,279443,408509,"classical, music",4
Classical Track 77,Artist_classical_77,classical,989335,406501,401092,"classical, music",5
Classical Track 78,Artist_classical_78,classical,492037,370040,379371,"classical, music",6
Classical Track 79,Artist_classical_79,classical,987631,517984,440139,"classical, music",7
Classical Track 80,Artist_classical_80,classical,649300,445822,456488,"classical, music",2
Indie Track 1,Artist_indie_1,indie,1021922,1129233,222514,"indie, music",4
Indie Track 2,Artist_indie_2,indie,1943578,819511,241082,"indie, music",5
Indie Track 3,Artist_indie_3,indie,1760834,1098459,237775,"indie, music",6
Indie Track 4,Artist_indie_4,indie,1341075,622789,189633,"indie, music",7
Indie Track 5,Artist_indie_5,indie,2313544,1105961,217853,"indie, music",5
Indie Track 6,Artist_indie_6,indie,620125,363682,205687,"indie, music",3
Indie Track 7,Artist_indie_7,indie,1560383,1034515,165041,"indie, music",5
Indie Track 8,Artist_indie_8,indie,1572703,830959,213571,"indie, music",2
Indie Track 9,Artist_indie_9,indie,1147183,1183368,184314,"indie, music",7
Indie Track 10,Artist_indie_10,indie,2406695,1239524,254746,"indie, music",7
Indie Track 11,Artist_indie_11,indie,1517077,1041346,244897,"indie, music",3
Indie Track 12,Artist_indie_12,indie,1144470,723534,250152,"indie, music",5
Indie Track 13,Artist_indie_13,indie,1764012,858091,264851,"indie, music",5
Indie Track 14,Artist_indie_14,indie,894309,899796,247309,"indie, music",6
Indie Track 15,Artist_indie_15,indie,1731258,1054566,244025,"indie, music",4
Indie Track 16,Artist_indie_16,indie,1720134,1258603,243847,"indie, music",4
Indie Track 17,Artist_indie_17,indie,1065159,1045726,161804,"indie, music",5
Indie Track 18,Artist_indie_18,indie,475353,714913,217855,"indie, music",4
Indie Track 19,Artist_indie_19,indie,1259102,973478,243279,"indie, music",7
Indie Track 20,Artist_indie_20,indie,1585724,870004,260023,"indie, music",4
Indie Track 21,Artist_indie_21,indie,1743391,1266256,270128,"indie, music",5
Indie Track 22,Artist_indie_22,indie,2425583,839761,262322,"indie, music",5
Indie Track 23,Artist_indie_23,indie,1652781,806797,193571,"indie, music",7
Indie Track 24,Artist_indie_24,indie,1541339,1026425,206798,"indie, music",5
Indie Track 25,Artist_indie_25,indie,1859973,515445,187852,"indie, music",7
Indie Track 26,Artist_indie_26,indie,1019488,803836,235950,"indie, music",5
Indie Track 27,Artist_indie_27,indie,1692740,1270574,266098,"indie, music",6
Indie Track 28,Artist_indie_28,indie,1596502,849107,261802,"indie, music",5
Indie Track 29,Artist_indie_29,indie,1531523,1349448,192905,"indie, music",6
Indie Track 30,Artist_indie_30,indie,1607266,846562,231108,"indie, music",4
Indie Track 31,Artist_indie_31,indie,1793977,1807446,157598,"indie, music",5
Indie Track 32,Artist_indie_32,indie,1190429,664309,225602,"indie, music",4
Indie Track 33,Artist_indie_33,indie,1438148,1286706,294491,"indie, music",5
Indie Track 34,Artist_indie_34,indie,2091711,1174743,277986,"indie, music",5
Indie Track 35,Artist_indie_35,indie,1389271,747516,316837,"indie, music",3
Indie Track 36,Artist_indie_36,indie,1420851,938326,160000,"indie, music",2
Indie Track 37,Artist_indie_37,indie,2530897,1032790,225778,"indie, music",2
Indie Track 38,Artist_indie_38,indie,1417039,1032531,211217,"indie, music",4
Indie Track 39,Artist_indie_39,indie,1306813,792793,173747,"indie, music",4
Indie Track 40,Artist_indie_40,indie,1462602,614018,124742,"indie, music",2
Indie Track 41,Artist_indie_41,indie,1407779,1002718,273379,"indie, music",2
Indie Track 42,Artist_indie_42,indie,1240111,852854,176283,"indie, music",7
Indie Track 43,Artist_indie_43,indie,1427940,1202190,238527,"indie, music",6
Indie Track 44,Artist_indie_44,indie,1161613,1031740,143511,"indie, music",2
Indie Track 45,Artist_indie_45,indie,1471168,823457,289222,"indie, music",6
Indie Track 46,Artist_indie_46,indie,1180792,1232415,291252,"indie, music",2
Indie Track 47,Artist_indie_47,indie,1282622,1044723,294488,"indie, music",3
Indie Track 48,Artist_indie_48,indie,1903577,1323780,253694,"indie, music",5
Indie Track 49,Artist_indie_49,indie,1100333,908531,290855,"indie, music",2
Indie Track 50,Artist_indie_50,indie,1279078,497993,194152,"indie, music",2
Indie Track 51,Artist_indie_51,indie,1575894,1133325,186384,"indie, music",4
Indie Track 52,Artist_indie_52,indie,2134919,1017340,331873,"indie, music",4
Indie Track 53,Artist_indie_53,indie,1593025,1228487,245261,"indie, music",4
Indie Track 54,Artist_indie_54,indie,1786468,1063671,297465,"indie, music",4
Indie Track 55,Artist_indie_55,indie,985323,1033245,228670,"indie, music",4
Indie Track 56,Artist_indie_56,indie,1406347,749705,225884,"indie, music",3
Indie Track 57,Artist_indie_57,indie,1421412,554857,271917,"indie, music",5
Indie Track 58,Artist_indie_58,indie,1349071,642330,266766,"indie, music",6
Indie Track 59,Artist_indie_59,indie,1618063,1316221,207524,"indie, music",4
Indie Track 60,Artist_indie_60,indie,902127,454505,202272,"indie, music",3
Indie Track 61,Artist_indie_61,indie,1377407,978168,253073,"indie, music",3
Indie Track 62,Artist_indie_62,indie,423725,924630,181421,"indie, music",5
Indie Track 63,Artist_indie_63,indie,1430490,1129913,136018,"indie, music",4
Indie Track 64,Artist_indie_64,indie,1650524,831895,221631,"indie, music",7
Indie Track 65,Artist_indie_65,indie,1110519,1063204,234286,"indie, music",5
Indie Track 66,Artist_indie_66,indie,2038510,1455346,311427,"indie, music",5
Indie Track 67,Artist_indie_67,indie,998363,1029978,225428,"indie, music",4
Indie Track 68,Artist_indie_68,indie,1429216,670996,215527,"indie, music",3
Indie Track 69,Artist_indie_69,indie,1122811,867483,186155,"indie, music",3
Indie Track 70,Artist_indie_70,indie,1483802,1209880,216647,"indie, music",5
Indie Track 71,Artist_indie_71,indie,1506445,1047543,238075,"indie, music",7
Indie Track 72,Artist_indie_72,indie,1149936,538453,170548,"indie, music",7
Indie Track 73,Artist_indie_73,indie,962733,1043567,299300,"indie, music",7
Indie Track 74,Artist_indie_74,indie,2504085,1197730,210369,"indie, music",4
Indie Track 75,Artist_indie_75,indie,1021469,738461,179541,"indie, music",5
Indie Track 76,Artist_indie_76,indie,1110732,1051939,280408,"indie, music",2
Indie Track 77,Artist_indie_77,indie,1017265,1072477,312963,"indie, music",4
Indie Track 78,Artist_indie_78,indie,1086276,1190097,203836,"indie, music",4
Indie Track 79,Artist_indie_79,indie,1631337,1270673,308427,"indie, music",6
Indie Track 80,Artist_indie_80,indie,2007311,792359,248198,"indie, music",6
Metal Track 1,Artist_metal_1,metal,1085287,1480211,300635,"metal, music",5
Metal Track 2,Artist_metal_2,metal,3061470,1099436,293026,"metal, music",5
Metal Track 3,Artist_metal_3,metal,1685873,1364966,253625,"metal, music",5
Metal Track 4,Artist_metal_4,metal,2017325,1486153,331835,"metal, music",3
Metal Track 5,Artist_metal_5,metal,3952788,865067,217405,"metal, music",4
Metal Track 6,Artist_metal_6,metal,3161833,495987,415509,"metal, music",3
Metal Track 7,Artist_metal_7,metal,2321834,1507549,202015,"metal, music",5
Metal Track 8,Artist_metal_8,metal,972536,1336269,345617,"metal, music",2
Metal Track 9,Artist_metal_9,metal,1169212,1779281,258709,"metal, music",4
Metal Track 10,Artist_metal_10,metal,1352185,1626247,172384,"metal, music",7
Metal Track 11,Artist_metal_11,metal,2433617,1023309,379589,"metal, music",6
Metal Track 12,Artist_metal_12,metal,2276042,1854778,268737,"metal, music",4
Metal Track 13,Artist_metal_13,metal,2571875,1592921,319003,"metal, music",2
Metal Track 14,Artist_metal_14,metal,2309706,1455221,295809,"metal, music",4
Metal Track 15,Artist_metal_15,metal,1539767,1468156,257190,"metal, music",5
Metal Track 16,Artist_metal_16,metal,1985583,1100824,284219,"metal, music",4
Metal Track 17,Artist_metal_17,metal,3265666,1705364,359004,"metal, music",6
Metal Track 18,Artist_metal_18,metal,2403236,1392939,314344,"metal, music",3
Metal Track 19,Artist_metal_19,metal,2000723,1042055,316369,"metal, music",5
Metal Track 20,Artist_metal_20,metal,2562542,1565718,259779,"metal, music",5
Metal Track 21,Artist_metal_21,metal,1832534,1806041,258442,"metal, music",4
Metal Track 22,Artist_metal_22,metal,1717502,1405099,276324,"metal, music",2
Metal Track 23,Artist_metal_23,metal,1113603,1487183,349249,"metal, music",2
Metal Track 24,Artist_metal_24,metal,1712853,1661194,306243,"metal, music",3
Metal Track 25,Artist_metal_25,metal,3080306,1893522,298386,"metal, music",7
Metal Track 26,Artist_metal_26,metal,1705018,732357,281312,"metal, music",6
Metal Track 27,Artist_metal_27,metal,2141949,1947675,243774,"metal, music",3
Metal Track 28,Artist_metal_28,metal,2039160,915342,277031,"metal, music",3
Metal Track 29,Artist_metal_29,metal,2201143,988050,264952,"metal, music",7
Metal Track 30,Artist_metal_30,metal,2009227,1244645,296207,"metal, music",3
Metal Track 31,Artist_metal_31,metal,755947,1202753,297396,"metal, music",3
Metal Track 32,Artist_metal_32,metal,1368220,1805923,263451,"metal, music",4
Metal Track 33,Artist_metal_33,metal,2510538,1323546,305618,"metal, music",6
Metal Track 34,Artist_metal_34,metal,1938066,1686098,294435,"metal, music",2
Metal Track 35,Artist_metal_35,metal,2313346,1042338,297660,"metal, music",5
Metal Track 36,Artist_metal_36,metal,2041022,1538740,257840,"metal, music",2
Metal Track 37,Artist_metal_37,metal,1629408,1249541,314630,"metal, music",3
Metal Track 38,Artist_metal_38,metal,2722330,1378984,251199,"metal, music",5
Metal Track 39,Artist_metal_39,metal,1956179,1840834,301525,"metal, music",4
Metal Track 40,Artist_metal_40,metal,1499698,1170000,284088,"metal, music",2
Metal Track 41,Artist_metal_41,metal,2131950,831259,354864,"metal, music",2
Metal Track 42,Artist_metal_42,metal,1627023,1226963,374152,"metal, music",7
Metal Track 43,Artist_metal_43,metal,2402288,936547,227849,"metal, music",5
Metal Track 44,Artist_metal_44,metal,2490733,1020282,335017,"metal, music",5
Metal Track 45,Artist_metal_45,metal,2082979,1239667,388688,"metal, music",6
Metal Track 46,Artist_metal_46,metal,1404585,1016629,233498,"metal, music",2
Metal Track 47,Artist_metal_47,metal,2308640,1624659,252967,"metal, music",3
Metal Track 48,Artist_metal_48,metal,2060814,1285766,250226,"metal, music",2
Metal Track 49,Artist_metal_49,metal,1484547,1875462,279804,"metal, music",6
Metal Track 50,Artist_metal_50,metal,2266168,1603264,288332,"metal, music",5
Metal Track 51,Artist_metal_51,metal,2847125,1152287,222152,"metal, music",2
Metal Track 52,Artist_metal_52,metal,1802879,1562023,290784,"metal, music",4
Metal Track 53,Artist_metal_53,metal,1542110,1436656,229011,"metal, music",6
Metal Track 54,Artist_metal_54,metal,1187864,1786638,260310,"metal, music",3
Metal Track 55,Artist_metal_55,metal,2377229,872512,360843,"metal, music",6
Metal Track 56,Artist_metal_56,metal,3102564,1448669,292035,"metal, music",4
Metal Track 57,Artist_metal_57,metal,2402131,1660789,199060,"metal, music",5
Metal Track 58,Artist_metal_58,metal,1438226,1503804,312651,"metal, music",6
Metal Track 59,Artist_metal_59,metal,1938047,699941,282965,"metal, music",3
Metal Track 60,Artist_metal_60,metal,2996882,1443226,291017,"metal, music",6
Metal Track 61,Artist_metal_61,metal,3275861,1559745,323600,"metal, music",7
Metal Track 62,Artist_metal_62,metal,3188947,858563,265345,"metal, music",5
Metal Track 63,Artist_metal_63,metal,2499739,1484709,271583,"metal, music",4
Metal Track 64,Artist_metal_64,metal,2518846,1515322,275216,"metal, music",5
Metal Track 65,Artist_metal_65,metal,2948324,960054,257565,"metal, music",5
Metal Track 66,Artist_metal_66,metal,1245453,1895277,254047,"metal, music",2
Metal Track 67,Artist_metal_67,metal,2198039,1637167,246436,"metal, music",3
Metal Track 68,Artist_metal_68,metal,1906507,1809304,258572,"metal, music",6
Metal Track 69,Artist_metal_69,metal,2392792,1456907,301269,"metal, music",7
Metal Track 70,Artist_metal_70,metal,2941003,1146991,286678,"metal, music",7
Metal Track 71,Artist_metal_71,metal,1965435,1845605,302064,"metal, music",2
Metal Track 72,Artist_metal_72,metal,2412780,1202673,313542,"metal, music",7
Metal Track 73,Artist_metal_73,metal,2171551,1041264,186378,"metal, music",4
Metal Track 74,Artist_metal_74,metal,1970620,1400299,303273,"metal, music",4
Metal Track 75,Artist_metal_75,metal,2493937,1347077,269773,"metal, music",3
Metal Track 76,Artist_metal_76,metal,1656448,1556809,290765,"metal, music",6
Metal Track 77,Artist_metal_77,metal,2244593,1599416,247701,"metal, music",4
Metal Track 78,Artist_metal_78,metal,1550113,984346,308896,"metal, music",3
Metal Track 79,Artist_metal_79,metal,1996189,2027415,314739,"metal, music",3
Metal Track 80,Artist_metal_80,metal,1875513,1177533,308744,"metal, music",4
Rnb Track 1,Artist_rnb_1,rnb,2914855,1185203,359835,"rnb, music",2
Rnb Track 2,Artist_rnb_2,rnb,1963423,1643599,229677,"rnb, music",7
Rnb Track 3,Artist_rnb_3,rnb,1540133,2741700,192614,"rnb, music",5
Rnb Track 4,Artist_rnb_4,rnb,4330156,942988,284406,"rnb, music",2
Rnb Track 5,Artist_rnb_5,rnb,2754414,1727833,158949,"rnb, music",2
Rnb Track 6,Artist_rnb_6,rnb,3534204,2384153,185401,"rnb, music",2
Rnb Track 7,Artist_rnb_7,rnb,3611189,2474467,299057,"rnb, music",4
Rnb Track 8,Artist_rnb_8,rnb,1857546,2690369,201057,"rnb, music",6
Rnb Track 9,Artist_rnb_9,rnb,4318237,1921820,276442,"rnb, music",3
Rnb Track 10,Artist_rnb_10,rnb,3074319,2176414,259326,"rnb, music",6
Rnb Track 11,Artist_rnb_11,rnb,2184986,2335021,255475,"rnb, music",5
Rnb Track 12,Artist_rnb_12,rnb,3058200,1233033,275405,"rnb, music",3
Rnb Track 13,Artist_rnb_13,rnb,3511698,2553562,270625,"rnb, music",6
Rnb Track 14,Artist_rnb_14,rnb,3112764,2673437,249783,"rnb, music",3
Rnb Track 15,Artist_rnb_15,rnb,3566338,2932994,195820,"rnb, music",5
Rnb Track 16,Artist_rnb_16,rnb,3448749,1786907,216739,"rnb, music",7
Rnb Track 17,Artist_rnb_17,rnb,5252690,3642933,194007,"rnb, music",7
Rnb Track 18,Artist_rnb_18,rnb,3640657,1643322,179072,"rnb, music",6
Rnb Track 19,Artist_rnb_19,rnb,4544730,2002697,264279,"rnb, music",5
Rnb Track 20,Artist_rnb_20,rnb,2547376,2526195,238503,"rnb, music",3
Rnb Track 21,Artist_rnb_21,rnb,2384587,1348507,254543,"rnb, music",7
Rnb Track 22,Artist_rnb_22,rnb,4108625,1878850,187037,"rnb, music",7
Rnb Track 23,Artist_rnb_23,rnb,2054433,1812145,230154,"rnb, music",2
Rnb Track 24,Artist_rnb_24,rnb,5147381,1290587,148021,"rnb, music",3
Rnb Track 25,Artist_rnb_25,rnb,2628033,2435371,236735,"rnb, music",4
Rnb Track 26,Artist_rnb_26,rnb,4971678,1900221,312015,"rnb, music",2
Rnb Track 27,Artist_rnb_27,rnb,1832112,2606171,258815,"rnb, music",7
Rnb Track 28,Artist_rnb_28,rnb,4343533,2555722,258405,"rnb, music",4
Rnb Track 29,Artist_rnb_29,rnb,4137059,1989641,241380,"rnb, music",4
Rnb Track 30,Artist_rnb_30,rnb,4432038,1932011,228815,"rnb, music",3
Rnb Track 31,Artist_rnb_31,rnb,4199220,2371625,253557,"rnb, music",6
Rnb Track 32,Artist_rnb_32,rnb,2851884,1872776,201610,"rnb, music",5
Rnb Track 33,Artist_rnb_33,rnb,4611117,2697517,245344,"rnb, music",2
Rnb Track 34,Artist_rnb_34,rnb,3592367,1989827,141395,"rnb, music",5
Rnb Track 35,Artist_rnb_35,rnb,4230314,2641646,208241,"rnb, music",5
Rnb Track 36,Artist_rnb_36,rnb,3424820,2267075,207070,"rnb, music",2
