track_name,artist,genre_tag,playcount,listeners,duration_ms,tags,tag_count,duration_min,duration_sec,log_playcount,log_listeners,engagement_ratio,avg_play_per_listener,popularity_score,duration_category,popularity_class,genre_encoded
Rock Track 41,Artist_rock_41,rock,2420152,2327114,220415,"rock, music",2,3.673583333333333,220.415,14.699341319274867,14.660139860917198,1.0399795454887275,1.0399795454887275,0.2712246609506195,"Sedang
(2.5-4m)",Sedang,9
Rock Track 42,Artist_rock_42,rock,2415677,1713898,270577,"rock, music",7,4.509616666666667,270.577,14.697490551008826,14.35428144991588,1.4094628679986394,1.4094628679986394,0.2706801963187378,"Panjang
(4-6m)",Sedang,9
Rock Track 43,Artist_rock_43,rock,3302353,1899556,249934,"rock, music",7,4.165566666666667,249.934,15.010146105468747,14.457131259056405,1.7384858680208068,1.7384858680208068,0.3785603576457374,"Panjang
(4-6m)",Tinggi,9
Rock Track 44,Artist_rock_44,rock,2616570,1711201,312050,"rock, music",5,5.200833333333334,312.05,14.777375239912576,14.352706605520103,1.529083065587815,1.529083065587815,0.2951224607416667,"Panjang
(4-6m)",Sedang,9
Rock Track 45,Artist_rock_45,rock,2493067,2914332,305871,"rock, music",7,5.09785,305.871,14.729024638507548,14.885151535117696,0.8554502865664287,0.8554502865664287,0.2800960885782514,"Panjang
(4-6m)",Sedang,9
Rock Track 46,Artist_rock_46,rock,2649080,1175347,277442,"rock, music",7,4.624033333333333,277.442,14.789723345363166,13.977074831923423,2.2538686414576787,2.2538686414576787,0.29907788983272227,"Panjang
(4-6m)",Sedang,9
Rock Track 47,Artist_rock_47,rock,3182802,1678801,314423,"rock, music",4,5.240383333333333,314.423,14.973272813051366,14.333591001768001,1.8958769408185123,1.8958769408185123,0.36401481771141625,"Panjang
(4-6m)",Tinggi,9
Rock Track 48,Artist_rock_48,rock,4146594,1778858,231848,"rock, music",2,3.864133333333333,231.848,15.237798073499647,14.391482705496772,2.331041414749567,2.331041414749567,0.4812775342456087,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 49,Artist_rock_49,rock,4352121,1690970,315144,"rock, music",4,5.2524,315.144,15.28617410021323,14.340813478118049,2.5737407678783373,2.5737407678783373,0.5062836085242113,"Panjang
(4-6m)",Tinggi,9
Rock Track 50,Artist_rock_50,rock,1757908,2134892,275829,"rock, music",3,4.59715,275.829,14.379635592520026,14.57392708629294,0.8234173797000599,0.8234173797000599,0.1906507088442835,"Panjang
(4-6m)",Sedang,9
Rock Track 51,Artist_rock_51,rock,2986753,2049424,238744,"rock, music",3,3.9790666666666668,238.744,14.90969773692692,14.53306982396565,1.457361455042268,1.457361455042268,0.34016191343973534,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 52,Artist_rock_52,rock,1501776,898316,298236,"rock, music",7,4.9706,298.236,14.22215963157526,13.708278291673652,1.6717662027992346,1.6717662027992346,0.15948762167263675,"Panjang
(4-6m)",Rendah,9
Rock Track 53,Artist_rock_53,rock,1825977,1986532,264663,"rock, music",5,4.41105,264.663,14.4176262918717,14.5019014662307,0.9191777836059104,0.9191777836059104,0.1989325329845191,"Panjang
(4-6m)",Sedang,9
Rock Track 54,Artist_rock_54,rock,2154108,2025089,238372,"rock, music",4,3.9728666666666665,238.372,14.582887738946475,14.521124701979597,1.0637097610476571,1.0637097610476571,0.23885559982786403,"Sedang
(2.5-4m)",Sedang,9
Rock Track 55,Artist_rock_55,rock,3421001,1661676,195373,"rock, music",6,3.2562166666666665,195.373,15.04544404858395,14.323337891346599,2.058764128046546,2.058764128046546,0.3929960313090889,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 56,Artist_rock_56,rock,3453696,1391054,218285,"rock, music",6,3.6380833333333333,218.285,15.05495580946322,14.145573010023252,2.4827889623343435,2.4827889623343435,0.39697396899386467,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 57,Artist_rock_57,rock,3045758,1411707,164165,"rock, music",7,2.736083333333333,164.165,14.929260689149496,14.160310876782635,2.1574985761928103,2.1574985761928103,0.34734093815575295,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 58,Artist_rock_58,rock,3461647,1682722,158687,"rock, music",6,2.6447833333333333,158.687,15.057255334216826,14.335923872580068,2.057169837222169,2.057169837222169,0.3979413518515387,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 59,Artist_rock_59,rock,2437285,1518418,328570,"rock, music",7,5.476166666666667,328.57,14.706395683128148,14.23318021993127,1.6051465372864802,1.6051465372864802,0.27330920006526277,"Panjang
(4-6m)",Sedang,9
Rock Track 60,Artist_rock_60,rock,2822500,1466089,207616,"rock, music",2,3.4602666666666666,207.616,14.853133929301729,14.19810955108596,1.9251887674017285,1.9251887674017285,0.32017756725415725,"Sedang
(2.5-4m)",Sedang,9
Rock Track 61,Artist_rock_61,rock,3766218,1346338,220543,"rock, music",7,3.6757166666666667,220.543,15.141582138393769,14.112899614831196,2.7973771836068035,2.7973771836068035,0.4349979188675915,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 62,Artist_rock_62,rock,3521553,2035689,218786,"rock, music",7,3.6464333333333334,218.786,15.074412927424587,14.526345385727899,1.7299063216894517,1.7299063216894517,0.40522999950237765,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 63,Artist_rock_63,rock,4480470,1530613,273062,"rock, music",7,4.551033333333334,273.062,15.315238732793555,14.241179520055967,2.927237043434857,2.927237043434857,0.521899584175023,"Panjang
(4-6m)",Tinggi,9
Rock Track 64,Artist_rock_64,rock,3280125,1476435,286074,"rock, music",4,4.7679,286.074,15.00339239425665,14.205141633476575,2.2216506506208193,2.2216506506208193,0.375855919693231,"Panjang
(4-6m)",Tinggi,9
Rock Track 65,Artist_rock_65,rock,2270544,1205312,242523,"rock, music",2,4.04205,242.523,14.635530448746776,14.002249842214777,1.8837795659716605,1.8837795659716605,0.2530221437111659,"Panjang
(4-6m)",Sedang,9
Rock Track 66,Artist_rock_66,rock,2956988,879783,258267,"rock, music",6,4.30445,258.267,14.899682078841222,13.687431701780037,3.3610386185700127,3.3610386185700127,0.3365404632122586,"Panjang
(4-6m)",Tinggi,9
Rock Track 67,Artist_rock_67,rock,4518427,2091723,249681,"rock, music",5,4.16135,249.681,15.323674703705658,14.553499164296921,2.1601449330791254,2.1601449330791254,0.5265177392660472,"Panjang
(4-6m)",Tinggi,9
Rock Track 68,Artist_rock_68,rock,4331949,2832485,290581,"rock, music",2,4.843016666666666,290.581,15.281528345023482,14.856665329241899,1.5293805512189644,1.5293805512189644,0.5038293201321851,"Panjang
(4-6m)",Tinggi,9
Rock Track 69,Artist_rock_69,rock,1193188,2183936,278458,"rock, music",3,4.6409666666666665,278.458,13.992140112673095,14.596639769277028,0.5463472618486706,0.5463472618486706,0.12194231400266917,"Panjang
(4-6m)",Rendah,9
Rock Track 70,Artist_rock_70,rock,2739559,1648628,184480,"rock, music",7,3.074666666666667,184.48,14.823307881527665,14.315454591389553,1.6617195257392658,1.6617195257392658,0.310086295514962,"Sedang
(2.5-4m)",Sedang,9
Rock Track 71,Artist_rock_71,rock,1741289,1933579,223974,"rock, music",4,3.7329,223.974,14.37013677581517,14.474883764917006,0.9005518261463192,0.9005518261463192,0.1886287071197602,"Sedang
(2.5-4m)",Sedang,9
Rock Track 72,Artist_rock_72,rock,2561587,1740532,286314,"rock, music",4,4.7719,286.314,14.756137936641473,14.369701946122836,1.4717256150845748,1.4717256150845748,0.28843278501993475,"Panjang
(4-6m)",Sedang,9
Rock Track 73,Artist_rock_73,rock,3213591,1789965,221039,"rock, music",4,3.6839833333333334,221.039,14.982899872604145,14.397707183223133,1.7953363359974435,1.7953363359974435,0.3677608560468364,"Sedang
(2.5-4m)",Tinggi,9
Rock Track 74,Artist_rock_74,rock,2520677,1935252,283272,"rock, music",4,4.7212,283.272,14.740038470919833,14.475748625253072,1.3025051504893674,1.3025051504893674,0.2834553441059058,"Panjang
(4-6m)",Sedang,9
Rock Track 75,Artist_rock_75,rock,1497535,1923848,223495,"rock, music",7,3.7249166666666667,223.495,14.219331648749561,14.469838424799407,0.7784056856853111,0.7784056856853111,0.1589716273701093,"Sedang
(2.5-4m)",Rendah,9
Rock Track 76,Artist_rock_76,rock,3513538,1202756,275544,"rock, music",5,4.5924,275.544,15.072134349595476,14.000126979540607,2.921236791804163,2.921236791804163,0.40425482988795713,"Panjang
(4-6m)",Tinggi,9
Rock Track 77,Artist_rock_77,rock,2587242,1501989,189028,"rock, music",6,3.1504666666666665,189.028,14.766103387951341,14.22230145349444,1.7225427599384817,1.7225427599384817,0.2915541794625994,"Sedang
(2.5-4m)",Sedang,9
Rock Track 78,Artist_rock_78,rock,3717962,2033468,250431,"rock, music",6,4.17385,250.431,15.128686495627134,14.525253759561137,1.828383909467024,1.828383909467024,0.4291267042807574,"Panjang
(4-6m)",Tinggi,9
Rock Track 79,Artist_rock_79,rock,2413347,1677722,215583,"rock, music",3,3.59305,215.583,14.696525553023388,14.33294807490932,1.4384657061982222,1.4384657061982222,0.2703967097059368,"Sedang
(2.5-4m)",Sedang,9
Rock Track 80,Artist_rock_80,rock,2653900,1355467,280410,"rock, music",6,4.6735,280.41,14.791541190993165,14.119657340117296,1.9579215444407392,1.9579215444407392,0.2996643299501903,"Panjang
(4-6m)",Sedang,9
Jazz Track 1,Artist_jazz_1,jazz,978497,347178,371536,"jazz, music",2,6.192266666666667,371.536,13.793774021871366,12.757595776068142,2.818422197195107,2.818422197195107,0.0958212734924322,"Sangat Panjang
(>6m)",Rendah,5
Jazz Track 2,Artist_jazz_2,jazz,1139354,568958,345752,"jazz, music",3,5.762533333333334,345.752,13.94597287077773,13.251563654273276,2.002523907698094,2.002523907698094,0.11539243489815107,"Panjang
(4-6m)",Rendah,5
Jazz Track 3,Artist_jazz_3,jazz,1111343,410290,323463,"jazz, music",7,5.39105,323.463,13.92108065165909,12.924621943020309,2.708670187744796,2.708670187744796,0.11198439047275713,"Panjang
(4-6m)",Rendah,5
Jazz Track 4,Artist_jazz_4,jazz,953296,581044,347854,"jazz, music",5,5.7975666666666665,347.854,13.767681781513538,13.27258348550256,1.640657780378456,1.640657780378456,0.09275511635543772,"Panjang
(4-6m)",Rendah,5
Jazz Track 5,Artist_jazz_5,jazz,904456,453122,341739,"jazz, music",3,5.69565,341.739,13.715090042610031,13.023918890788233,1.9960496377363321,1.9960496377363321,0.08681284761329215,"Panjang
(4-6m)",Rendah,5
Jazz Track 6,Artist_jazz_6,jazz,1310476,459888,344324,"jazz, music",3,5.738733333333333,344.324,14.085901751038362,13.038740434998873,2.8495484780023004,2.8495484780023004,0.1362125190851583,"Panjang
(4-6m)",Rendah,5
Jazz Track 7,Artist_jazz_7,jazz,1360364,439740,238475,"jazz, music",4,3.9745833333333334,238.475,14.123263604057074,12.993941196216408,3.0935573439820256,3.0935573439820256,0.14228229596902722,"Sedang
(2.5-4m)",Rendah,5
Jazz Track 8,Artist_jazz_8,jazz,697574,607503,408338,"jazz, music",2,6.805633333333334,408.338,13.455365313778778,13.317114038537303,1.1482623982722748,1.1482623982722748,0.06164191309419799,"Sangat Panjang
(>6m)",Rendah,5
Jazz Track 9,Artist_jazz_9,jazz,1098078,468148,353176,"jazz, music",4,5.886266666666667,353.176,13.909072847461587,13.056541900297255,2.3455737382756343,2.3455737382756343,0.11037046346897825,"Panjang
(4-6m)",Rendah,5
Jazz Track 10,Artist_jazz_10,jazz,336659,156980,377299,"jazz, music",4,6.288316666666667,377.299,12.726828797973072,11.963880057898761,2.1445843764532015,2.1445843764532015,0.017730080107476714,"Sangat Panjang
(>6m)",Rendah,5
Jazz Track 11,Artist_jazz_11,jazz,556424,673019,333539,"jazz, music",6,5.558983333333333,333.539,13.229287669725837,13.419530325867324,0.8267570057353422,0.8267570057353422,0.044468464426019316,"Panjang
(4-6m)",Rendah,5
Jazz Track 12,Artist_jazz_12,jazz,875413,757513,318706,"jazz, music",4,5.311766666666666,318.706,13.682452196300106,13.537797298043058,1.1556393677212566,1.1556393677212566,0.08327924173536148,"Panjang
(4-6m)",Rendah,5
Jazz Track 13,Artist_jazz_13,jazz,853781,561788,276344,"jazz, music",2,4.605733333333333,276.344,13.657431170863106,13.238881613538911,1.519753857765104,1.519753857765104,0.08064731795505656,"Panjang
(4-6m)",Rendah,5
Jazz Track 14,Artist_jazz_14,jazz,754899,511842,300893,"jazz, music",3,5.014883333333334,300.893,13.534340569127716,13.145773216372795,1.47486436270497,1.47486436270497,0.0686165354456209,"Panjang
(4-6m)",Rendah,5
Jazz Track 15,Artist_jazz_15,jazz,1492628,495249,323481,"jazz, music",5,5.39135,323.481,14.216049552674654,13.112817964560797,3.0138879353861685,3.0138879353861685,0.158374602130189,"Panjang
(4-6m)",Rendah,5
Jazz Track 16,Artist_jazz_16,jazz,715797,840398,282654,"jazz, music",6,4.7109,282.654,13.481153283233601,13.641632058042708,0.8517347117262157,0.8517347117262157,0.06385907040967953,"Panjang
(4-6m)",Rendah,5
Jazz Track 17,Artist_jazz_17,jazz,694414,948482,376570,"jazz, music",4,6.276166666666667,376.57,13.45082504347746,13.762619145160214,0.7321312031949967,0.7321312031949967,0.061257441979841315,"Sangat Panjang
(>6m)",Rendah,5
Jazz Track 18,Artist_jazz_18,jazz,857923,709420,360344,"jazz, music",5,6.005733333333334,360.344,13.66227079645825,13.472204423364484,1.2093284523576269,1.2093284523576269,0.08115126711824179,"Sangat Panjang
(>6m)",Rendah,5
Jazz Track 19,Artist_jazz_19,jazz,1215429,736733,272888,"jazz, music",3,4.548133333333333,272.888,14.010608481610623,13.509982183363784,1.6497528280220541,1.6497528280220541,0.12464833364013969,"Panjang
(4-6m)",Rendah,5
Jazz Track 20,Artist_jazz_20,jazz,795921,528222,425742,"jazz, music",2,7.0957,425.742,13.587256470075442,13.17727382200923,1.506789745997429,1.506789745997429,0.07360760318395618,"Sangat Panjang
(>6m)",Rendah,5
Jazz Track 21,Artist_jazz_21,jazz,1260354,360302,284978,"jazz, music",5,4.749633333333334,284.978,14.046903985276447,12.794700623096192,3.498039150381762,3.498039150381762,0.1301142718719351,"Panjang
(4-6m)",Rendah,5
Jazz Track 22,Artist_jazz_22,jazz,1061383,682221,346897,"jazz, music",3,5.781616666666666,346.897,13.875084274832313,13.433110397054154,1.5557736338024866,1.5557736338024866,0.10590585348754844,"Panjang
(4-6m)",Rendah,5
Jazz Track 23,Artist_jazz_23,jazz,811774,426614,336753,"jazz, music",2,5.61255,336.753,13.606978487150233,12.96363724614525,1.9028257328035816,1.9028257328035816,0.07553640716367022,"Panjang
(4-6m)",Rendah,5
Jazz Track 24,Artist_jazz_24,jazz,883213,509461,363767,"jazz, music",6,6.062783333333333,363.767,13.69132280582861,13.141110545939036,1.733618994154618,1.733618994154618,0.08422825271383683,"Sangat Panjang
(>6m)",Rendah,5
Jazz Track 25,Artist_jazz_25,jazz,1419149,397299,344648,"jazz, music",3,5.744133333333333,344.648,14.1655686588007,12.89244694180269,3.5719833878681095,3.5719833878681095,0.14943455370872885,"Panjang
(4-6m)",Rendah,5
Jazz Track 26,Artist_jazz_26,jazz,810876,348939,253805,"jazz, music",2,4.230083333333333,253.805,13.60587165698372,12.762655266633892,2.323826445807302,2.323826445807302,0.0754271492330714,"Panjang
(4-6m)",Rendah,5
Jazz Track 27,Artist_jazz_27,jazz,533275,82483,326454,"jazz, music",4,5.4409,326.454,13.18679439276336,11.320359614120157,6.465193249599922,6.465193249599922,0.04165197017720834,"Panjang
(4-6m)",Rendah,5
Jazz Track 28,Artist_jazz_28,jazz,1232641,331905,314038,"jazz, music",2,5.233966666666666,314.038,14.024670391244221,12.712607075278923,3.713825601224443,3.713825601224443,0.12674248453264192,"Panjang
(4-6m)",Rendah,5
Jazz Track 29,Artist_jazz_29,jazz,190934,492922,310762,"jazz, music",4,5.179366666666667,310.762,12.159688334972644,13.108108254213851,0.3873505598237453,0.3873505598237453,0.0,"Panjang
(4-6m)",Rendah,5
Jazz Track 30,Artist_jazz_30,jazz,1208861,348174,340666,"jazz, music",5,5.677766666666667,340.666,14.005189979161422,12.760460505921293,3.471992532490845,3.471992532490845,0.12384921772903379,"Panjang
(4-6m)",Rendah,5
Jazz Track 31,Artist_jazz_31,jazz,1682995,256158,324394,"jazz, music",2,5.4065666666666665,324.394,14.336086096461859,12.453553624412804,6.570118559176136,6.570118559176136,0.1815361884044729,"Panjang
(4-6m)",Sedang,5
Jazz Track 32,Artist_jazz_32,jazz,1338894,341700,275282,"jazz, music",7,4.588033333333334,275.282,14.107355204869656,12.741691364642852,3.9183204029253647,3.9183204029253647,0.13967008241673678,"Panjang
(4-6m)",Rendah,5
Jazz Track 33,Artist_jazz_33,jazz,765236,602445,315406,"jazz, music",6,5.256766666666667,315.406,13.547940868750915,13.30875331377423,1.2702150898171787,1.2702150898171787,0.06987421832824904,"Panjang
(4-6m)",Rendah,5
Jazz Track 34,Artist_jazz_34,jazz,1046510,285561,378615,"jazz, music",4,6.31025,378.615,13.860972332040852,12.562214447373913,3.6647383055168405,3.6647383055168405,0.10409628422051465,"Sangat Panjang
(>6m)",Rendah,5
Jazz Track 35,Artist_jazz_35,jazz,1416574,101316,236864,"jazz, music",7,3.9477333333333333,236.864,14.16375254425662,11.526009494518151,13.98160229773878,13.98160229773878,0.1491212584177578,"Sedang
(2.5-4m)",Rendah,5
Jazz Track 36,Artist_jazz_36,jazz,627807,447488,329531,"jazz, music",6,5.492183333333333,329.531,13.349989666220555,13.011407235389342,1.4029551564395997,1.4029551564395997,0.05315349656403276,"Panjang
(4-6m)",Rendah,5
Jazz Track 37,Artist_jazz_37,jazz,1032919,473434,340551,"jazz, music",3,5.67585,340.551,13.847900300765925,13.067769906577931,2.181754623126723,2.181754623126723,0.10244269342455845,"Panjang
(4-6m)",Rendah,5
Jazz Track 38,Artist_jazz_38,jazz,911690,446682,317216,"jazz, music",5,5.286933333333334,317.216,13.723056395855957,13.009604449754601,2.041022380524891,2.041022380524891,0.08769299446179095,"Panjang
(4-6m)",Rendah,5
Jazz Track 39,Artist_jazz_39,jazz,1366661,174228,289179,"jazz, music",6,4.81965,289.179,14.12788182836645,12.068125804860792,7.844050072031637,7.844050072031637,0.1430484398320348,"Panjang
(4-6m)",Rendah,5
Jazz Track 40,Artist_jazz_40,jazz,812791,244253,360413,"jazz, music",6,6.006883333333334,360.413,13.608230513238231,12.405963946434188,3.3276466301473056,3.3276466301473056,0.0756601435950945,"Sangat Panjang
(>6m)",Rendah,5
Jazz Track 41,Artist_jazz_41,jazz,1150143,342752,305972,"jazz, music",7,5.0995333333333335,305.972,13.955397709891693,12.744765350121485,3.3556030144156286,3.3556030144156286,0.11670511175030113,"Panjang
(4-6m)",Rendah,5
Jazz Track 42,Artist_jazz_42,jazz,931235,688961,336812,"jazz, music",5,5.613533333333334,336.812,13.744268015005854,13.442941396080071,1.3516492927040968,1.3516492927040968,0.09007099697131664,"Panjang
(4-6m)",Rendah,5
Jazz Track 43,Artist_jazz_43,jazz,492020,365711,329237,"jazz, music",2,5.487283333333333,329.237,13.106276677490385,12.8096014173809,1.3453755960974756,1.3453755960974756,0.03663255377759296,"Panjang
(4-6m)",Rendah,5
Jazz Track 44,Artist_jazz_44,jazz,785207,550110,269955,"jazz, music",5,4.49925,269.955,13.573703929819551,13.217875355027923,1.4273610235025296,1.4273610235025296,0.07230405143736839,"Panjang
(4-6m)",Rendah,5
Jazz Track 45,Artist_jazz_45,jazz,1158215,540460,260053,"jazz, music",3,4.334216666666666,260.053,13.96239144821821,13.200177758046417,2.1430130943768377,2.1430130943768377,0.11768721644494892,"Panjang
(4-6m)",Rendah,5
Jazz Track 46,Artist_jazz_46,jazz,1341747,451577,316126,"jazz, music",5,5.268766666666667,316.126,14.109483799447318,13.020503394393407,2.9712408487570254,2.9712408487570254,0.14001720143232527,"Panjang
(4-6m)",Rendah,5
Jazz Track 47,Artist_jazz_47,jazz,615871,764874,236722,"jazz, music",5,3.9453666666666667,236.722,13.330794428716073,13.547467700764841,0.8051916979898677,0.8051916979898677,0.05170126643081717,"Sedang
(2.5-4m)",Rendah,5
Jazz Track 48,Artist_jazz_48,jazz,1508936,447714,330298,"jazz, music",7,5.504966666666666,330.298,14.226915987375468,13.01191214824675,3.3703047697754154,3.3703047697754154,0.16035876508364744,"Panjang
(4-6m)",Rendah,5
Jazz Track 49,Artist_jazz_49,jazz,1291546,496430,306571,"jazz, music",4,5.109516666666667,306.571,14.071351282648356,13.115199780000081,2.6016626681250767,2.6016626681250767,0.13390934244124317,"Panjang
(4-6m)",Rendah,5
Jazz Track 50,Artist_jazz_50,jazz,1403813,756852,323507,"jazz, music",3,5.391783333333334,323.507,14.154703376159345,13.536924325980173,1.8548027159831566,1.8548027159831566,0.14756865212335735,"Panjang
(4-6m)",Rendah,5
Jazz Track 51,Artist_jazz_51,jazz,595544,612815,326834,"jazz, music",5,5.447233333333333,326.834,13.297232231673098,13.325820006728241,0.9718153573013759,0.9718153573013759,0.04922811948729561,"Panjang
(4-6m)",Rendah,5
Jazz Track 52,Artist_jazz_52,jazz,944804,666896,366057,"jazz, music",7,6.10095,366.057,13.758733835976605,13.410390890184729,1.4167165244408058,1.4167165244408058,0.09172191106964124,"Sangat Panjang
(>6m)",Rendah,5
Jazz Track 53,Artist_jazz_53,jazz,511122,584043,400222,"jazz, music",3,6.670366666666666,400.222,13.14436554472214,13.277731601438017,0.8751429686804418,0.8751429686804418,0.038956657330264224,"Sangat Panjang
(>6m)",Rendah,5
Jazz Track 54,Artist_jazz_54,jazz,1215277,416696,332568,"jazz, music",7,5.5428,332.568,14.010483415168913,12.940114617960583,2.9164524822592917,2.9164524822592917,0.12462984009286682,"Panjang
(4-6m)",Rendah,5
Jazz Track 55,Artist_jazz_55,jazz,1076808,648807,386618,"jazz, music",3,6.4436333333333335,386.618,13.88951259593574,13.382892112163548,1.6596712740903319,1.6596712740903319,0.10778258353152051,"Sangat Panjang
(>6m)",Rendah,5
Jazz Track 56,Artist_jazz_56,jazz,1304311,477317,352263,"jazz, music",5,5.87105,352.263,14.081186256653398,13.07593821441364,2.7325828902325076,2.7325828902325076,0.13546243540794028,"Panjang
(4-6m)",Rendah,5
Jazz Track 57,Artist_jazz_57,jazz,874388,719796,334863,"jazz, music",2,5.58105,334.863,13.681280635710442,13.486724506793987,1.2147702755082335,1.2147702755082335,0.0831545319593439,"Panjang
(4-6m)",Rendah,5
Jazz Track 58,Artist_jazz_58,jazz,964480,529160,289784,"jazz, music",3,4.829733333333333,289.784,13.77934541180781,13.179048012362118,1.8226588883156545,1.8226588883156545,0.09411585209688235,"Panjang
(4-6m)",Rendah,5
Jazz Track 59,Artist_jazz_59,jazz,1247324,482351,349921,"jazz, music",7,5.832016666666667,349.921,14.03651181620645,13.08642941695685,2.5859206554549377,2.5859206554549377,0.12852893686558467,"Panjang
(4-6m)",Rendah,5
Jazz Track 60,Artist_jazz_60,jazz,1450291,813958,307817,"jazz, music",7,5.130283333333334,307.817,14.18727547343301,13.60966527516577,1.781774020558775,1.781774020558775,0.1532235408743287,"Panjang
(4-6m)",Rendah,5
Jazz Track 61,Artist_jazz_61,jazz,985057,332853,331910,"jazz, music",4,5.531833333333333,331.91,13.800455801669406,12.715459234381907,2.959426655530653,2.959426655530653,0.0966194160589448,"Panjang
(4-6m)",Rendah,5
Jazz Track 62,Artist_jazz_62,jazz,484137,414551,324880,"jazz, music",7,5.414666666666666,324.88,13.090125269025597,12.93495369804123,1.1678559022752273,1.1678559022752273,0.03567344434896205,"Panjang
(4-6m)",Rendah,5
Jazz Track 63,Artist_jazz_63,jazz,855963,846602,269279,"jazz, music",2,4.487983333333333,269.279,13.65998359816473,13.648987150648791,1.0110559494828155,1.0110559494828155,0.08091279769288133,"Panjang
(4-6m)",Rendah,5
Jazz Track 64,Artist_jazz_64,jazz,601256,797980,318109,"jazz, music",3,5.301816666666666,318.109,13.306777742745979,13.589840066624685,0.7534715738845912,0.7534715738845912,0.049923087526917556,"Panjang
(4-6m)",Rendah,5
Jazz Track 65,Artist_jazz_65,jazz,760914,489694,307688,"jazz, music",4,5.128133333333333,307.688,13.54227693546748,13.101538027305427,1.5538529084430104,1.5538529084430104,0.06934836891171438,"Panjang
(4-6m)",Rendah,5
Jazz Track 66,Artist_jazz_66,jazz,802330,489895,344826,"jazz, music",5,5.7471,344.826,13.595276519908408,13.101948402661714,1.6377557685712887,1.6377557685712887,0.07438737387127008,"Panjang
(4-6m)",Rendah,5
Jazz Track 67,Artist_jazz_67,jazz,1319370,519064,352667,"jazz, music",6,5.877783333333333,352.667,14.092665665841613,13.15978439515383,2.541820388583318,2.541820388583318,0.13729463493676852,"Panjang
(4-6m)",Rendah,5
Jazz Track 68,Artist_jazz_68,jazz,1185598,626443,338367,"jazz, music",2,5.63945,338.367,13.985758690068813,13.34781466384828,1.8925841735254867,1.8925841735254867,0.12101885331976817,"Panjang
(4-6m)",Rendah,5
Jazz Track 69,Artist_jazz_69,jazz,1080115,611491,308667,"jazz, music",3,5.14445,308.667,13.892579000740048,13.323657151439976,1.7663599850856593,1.7663599850856593,0.10818493985277922,"Panjang
(4-6m)",Rendah,5
Jazz Track 70,Artist_jazz_70,jazz,1036616,624123,325353,"jazz, music",7,5.42255,325.353,13.851473084371742,13.344104345558486,1.660913536412636,1.660913536412636,0.10289250029474092,"Panjang
(4-6m)",Rendah,5
Jazz Track 71,Artist_jazz_71,jazz,1107257,412802,312288,"jazz, music",4,5.2048,312.288,13.91739724686659,12.930725760564943,2.6822891306506977,2.6822891306506977,0.11148725472172505,"Panjang
(4-6m)",Rendah,5
Jazz Track 72,Artist_jazz_72,jazz,953788,495138,347260,"jazz, music",7,5.7876666666666665,347.26,13.768197751963653,13.112593810212426,1.9263035228491394,1.9263035228491394,0.09281497704792617,"Panjang
(4-6m)",Rendah,5
Jazz Track 73,Artist_jazz_73,jazz,979937,401324,407642,"jazz, music",7,6.794033333333333,407.642,13.795244583339299,12.902526851847615,2.441754189248116,2.441754189248116,0.09599647551922764,"Sangat Panjang
(>6m)",Rendah,5
Jazz Track 74,Artist_jazz_74,jazz,1102020,289853,340041,"jazz, music",5,5.66735,340.041,13.91265632477477,12.57713262691416,3.8019830673373494,3.8019830673373494,0.1108500790173308,"Panjang
(4-6m)",Rendah,5
Jazz Track 75,Artist_jazz_75,jazz,1305666,493550,218826,"jazz, music",5,3.6471,218.826,14.082224579277247,13.10938147598115,2.6454530534838345,2.6454530534838345,0.13562729564843184,"Sedang
(2.5-4m)",Rendah,5
Jazz Track 76,Artist_jazz_76,jazz,1389453,701597,332712,"jazz, music",5,5.5452,332.712,14.14442142218309,13.461115869408909,1.9804118597829525,1.9804118597829525,0.1458214985783694,"Panjang
(4-6m)",Rendah,5
Jazz Track 77,Artist_jazz_77,jazz,804824,657955,354710,"jazz, music",3,5.911833333333333,354.71,13.598380141463437,13.396893338770692,1.2232185738863997,1.2232185738863997,0.07469081404823386,"Panjang
(4-6m)",Rendah,5
Jazz Track 78,Artist_jazz_78,jazz,1084909,468297,359834,"jazz, music",4,5.997233333333333,359.834,13.897007592207457,13.05686012439591,2.316706456145446,2.316706456145446,0.10876821660031905,"Panjang
(4-6m)",Rendah,5
Jazz Track 79,Artist_jazz_79,jazz,1024685,661253,299308,"jazz, music",6,4.988466666666667,299.308,13.8398967821591,13.401893311285688,1.5496087736331274,1.5496087736331274,0.10144087850189615,"Panjang
(4-6m)",Rendah,5
Jazz Track 80,Artist_jazz_80,jazz,1422804,891585,293985,"jazz, music",5,4.89975,293.985,14.16814083324762,13.700757178262002,1.595812406206468,1.595812406206468,0.14987925051979645,"Panjang
(4-6m)",Rendah,5
